No;Provinsi;Kab/Kota;Kecamatan;Kelurahan;;;
691;BANTEN;KABUPATEN PANDEGLANG;CIPEUCANG;PASIREURIH;;;
692;BANTEN;KABUPATEN PANDEGLANG;CIPEUCANG;PASIRMAE;;;
693;BANTEN;KABUPATEN PANDEGLANG;CISATA;CIBARANI;;;
694;BANTEN;KABUPATEN PANDEGLANG;CISATA;CIHERANGJAYA;;;
695;BANTEN;KABUPATEN PANDEGLANG;CISATA;CISEREH;;;
696;BANTEN;KABUPATEN PANDEGLANG;CISATA;KADURONYOK;;;
697;BANTEN;KABUPATEN PANDEGLANG;CISATA;KONDANGJAYA;;;
698;BANTEN;KABUPATEN PANDEGLANG;CISATA;KUBANGKONDANG;;;
699;BANTEN;KABUPATEN PANDEGLANG;CISATA;PALEMBANG;;;
700;BANTEN;KABUPATEN PANDEGLANG;CISATA;PASIREURIH;;;
701;BANTEN;KABUPATEN PANDEGLANG;CISATA;RAWASARI;;;
702;BANTEN;KABUPATEN PANDEGLANG;JIPUT;BABADSARI;;;
703;BANTEN;KABUPATEN PANDEGLANG;JIPUT;BANYURESMI;;;
704;BANTEN;KABUPATEN PANDEGLANG;JIPUT;CITAMAN;;;
705;BANTEN;KABUPATEN PANDEGLANG;JIPUT;JANAKA;;;
706;BANTEN;KABUPATEN PANDEGLANG;JIPUT;JAYAMEKAR;;;
707;BANTEN;KABUPATEN PANDEGLANG;JIPUT;JIPUT;;;
708;BANTEN;KABUPATEN PANDEGLANG;JIPUT;PAMARAYAN;;;
709;BANTEN;KABUPATEN PANDEGLANG;JIPUT;SALAPRAYA;;;
710;BANTEN;KABUPATEN PANDEGLANG;JIPUT;SAMPANGBITUNG;;;
711;BANTEN;KABUPATEN PANDEGLANG;JIPUT;SIKULAN;;;
712;BANTEN;KABUPATEN PANDEGLANG;JIPUT;SUKACAI;;;
713;BANTEN;KABUPATEN PANDEGLANG;JIPUT;SUKAMANAH;;;
714;BANTEN;KABUPATEN PANDEGLANG;JIPUT;TENJOLAHANG;;;
715;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;BANJARSARI;;;
716;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;BAYUMUNDU;;;
717;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;CAMPAKA;;;
718;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;CIPUTRI;;;
719;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;KADUGEMBLO;;;
720;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;MANDALASARI;;;
721;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;PALURAHAN;;;
722;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;SANINTEN;;;
723;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;SUKAMANAH;;;
724;BANTEN;KABUPATEN PANDEGLANG;KADUHEJO;SUKASARI;;;
725;BANTEN;KABUPATEN PANDEGLANG;KARANGTANJUNG;CIGADUNG;;;
726;BANTEN;KABUPATEN PANDEGLANG;KARANGTANJUNG;JUHUT;;;
727;BANTEN;KABUPATEN PANDEGLANG;KARANGTANJUNG;KADUMERAK;;;
728;BANTEN;KABUPATEN PANDEGLANG;KARANGTANJUNG;PAGADUNGAN;;;
729;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;AWILEGA;;;
730;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;BANGKONOL;;;
731;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;GERENDONG;;;
732;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;KARANGSETRA;;;
733;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;KORONCONG;;;
734;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;PAKULURAN;;;
735;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;PANIIS;;;
736;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;PASIRJAKSA;;;
737;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;PASIRKARAG;;;
738;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;SETRAJAYA;;;
739;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;SUKAJAYA;;;
740;BANTEN;KABUPATEN PANDEGLANG;KORONCONG;TEGALONGOK;;;
741;BANTEN;KABUPATEN PANDEGLANG;LABUAN;BANYUBIRU;;;
742;BANTEN;KABUPATEN PANDEGLANG;LABUAN;BANYUMEKAR;;;
743;BANTEN;KABUPATEN PANDEGLANG;LABUAN;CARINGIN;;;
744;BANTEN;KABUPATEN PANDEGLANG;LABUAN;CIGONDANG;;;
745;BANTEN;KABUPATEN PANDEGLANG;LABUAN;KALANGANYAR;;;
746;BANTEN;KABUPATEN PANDEGLANG;LABUAN;LABUAN;;;
747;BANTEN;KABUPATEN PANDEGLANG;LABUAN;RANCATEUREUP;;;
748;BANTEN;KABUPATEN PANDEGLANG;LABUAN;SUKAMAJU;;;
749;BANTEN;KABUPATEN PANDEGLANG;LABUAN;TELUK;;;
750;BANTEN;KABUPATEN PANDEGLANG;MAJASARI;CILAJA;;;
751;BANTEN;KABUPATEN PANDEGLANG;MAJASARI;KARATON;;;
752;BANTEN;KABUPATEN PANDEGLANG;MAJASARI;PAGERBATU;;;
753;BANTEN;KABUPATEN PANDEGLANG;MAJASARI;SARUNI;;;
754;BANTEN;KABUPATEN PANDEGLANG;MAJASARI;SUKARATU;;;
755;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;CIKONENG;;;
756;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;CIKUMBUEUN;;;
757;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;CURUGLEMO;;;
758;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;GIRIPAWANA;;;
759;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;GUNUNGSARI;;;
760;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;KURUNGKAMBING;;;
761;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;MANDALASARI;;;
762;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;MANDALAWANGI;;;
763;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;NEMBOL;;;
764;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;PANDAT;;;
765;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;PANJANGJAYA;;;
766;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;PARI;;;
767;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;RAMEA;;;
768;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;SINARJAYA;;;
769;BANTEN;KABUPATEN PANDEGLANG;MANDALAWANGI;SIRNAGALIH;;;
770;BANTEN;KABUPATEN PANDEGLANG;MEKARJAYA;KADUBELANG;;;
771;BANTEN;KABUPATEN PANDEGLANG;MEKARJAYA;KADUJANGKUNG;;;
772;BANTEN;KABUPATEN PANDEGLANG;MEKARJAYA;MEDONG;;;
773;BANTEN;KABUPATEN PANDEGLANG;MEKARJAYA;MEKARJAYA;;;
774;BANTEN;KABUPATEN PANDEGLANG;MEKARJAYA;PAREANG;;;
775;BANTEN;KABUPATEN PANDEGLANG;MEKARJAYA;RANCABUGEL;;;
776;BANTEN;KABUPATEN PANDEGLANG;MEKARJAYA;SUKAMULYA;;;
777;BANTEN;KABUPATEN PANDEGLANG;MEKARJAYA;WIRASINGA;;;
778;BANTEN;KABUPATEN PANDEGLANG;MENES;ALASWANGI;;;
779;BANTEN;KABUPATEN PANDEGLANG;MENES;CIGANDENG;;;
780;BANTEN;KABUPATEN PANDEGLANG;MENES;CILABANBULAN;;;
781;BANTEN;KABUPATEN PANDEGLANG;MENES;KADUPAYUNG;;;
782;BANTEN;KABUPATEN PANDEGLANG;MENES;KANANGA;;;
783;BANTEN;KABUPATEN PANDEGLANG;MENES;MENES;;;
784;BANTEN;KABUPATEN PANDEGLANG;MENES;MURUY;;;
785;BANTEN;KABUPATEN PANDEGLANG;MENES;PURWARAJA;;;
786;BANTEN;KABUPATEN PANDEGLANG;MENES;SINDANGKARYA;;;
787;BANTEN;KABUPATEN PANDEGLANG;MENES;SUKAMANAH;;;
788;BANTEN;KABUPATEN PANDEGLANG;MENES;TEGALWANGI;;;
789;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;CIBITUNG;;;
790;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;CURUGLANGLANG;;;
791;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;GUNUNGBATU;;;
792;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;KOTADUKUH;;;
793;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;LEBAK;;;
794;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;MUNJUL;;;
795;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;PANACARAN;;;
796;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;PASANGGRAHAN;;;
797;BANTEN;KABUPATEN PANDEGLANG;MUNJUL;SUKASABA;;;
798;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;BAMA;;;
799;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;BULAGOR;;;
800;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;HARAPANKARYA;;;
801;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;KARTASANA;;;
802;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;MARGAGIRI;;;
803;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;MARGASANA;;;
804;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;MONTOR;;;
805;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;PAGELARAN;;;
806;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;SENANGSARI;;;
807;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;SINDANGLAYA;;;
808;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;SUKADAME;;;
809;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;SURAKARTA;;;
810;BANTEN;KABUPATEN PANDEGLANG;PAGELARAN;TEGALPAPAK;;;
811;BANTEN;KABUPATEN PANDEGLANG;PANDEGLANG;BABAKAN KALANGANYAR;;;
812;BANTEN;KABUPATEN PANDEGLANG;PANDEGLANG;KABAYAN;;;
813;BANTEN;KABUPATEN PANDEGLANG;PANDEGLANG;KADOMAS;;;
814;BANTEN;KABUPATEN PANDEGLANG;PANDEGLANG;PANDEGLANG;;;
815;BANTEN;KABUPATEN PANDEGLANG;PANIMBANG;CITEUREUP;;;
816;BANTEN;KABUPATEN PANDEGLANG;PANIMBANG;GOMBONG;;;
817;BANTEN;KABUPATEN PANDEGLANG;PANIMBANG;MEKARJAYA;;;
818;BANTEN;KABUPATEN PANDEGLANG;PANIMBANG;MEKARSARI;;;
819;BANTEN;KABUPATEN PANDEGLANG;PANIMBANG;PANIMBANGJAYA;;;
820;BANTEN;KABUPATEN PANDEGLANG;PANIMBANG;TANJUNGJAYA;;;
821;BANTEN;KABUPATEN PANDEGLANG;PATIA;BABAKANKEUSIK;;;
822;BANTEN;KABUPATEN PANDEGLANG;PATIA;CIAWI;;;
823;BANTEN;KABUPATEN PANDEGLANG;PATIA;CIMOYAN;;;
824;BANTEN;KABUPATEN PANDEGLANG;PATIA;IDAMAN;;;
825;BANTEN;KABUPATEN PANDEGLANG;PATIA;PASIRGADUNG;;;
826;BANTEN;KABUPATEN PANDEGLANG;PATIA;PATIA;;;
827;BANTEN;KABUPATEN PANDEGLANG;PATIA;RAHAYU;;;
828;BANTEN;KABUPATEN PANDEGLANG;PATIA;SURIANEUN;;;
829;BANTEN;KABUPATEN PANDEGLANG;PATIA;TURUS;;;
830;BANTEN;KABUPATEN PANDEGLANG;PICUNG;BUNGURCOPONG;;;
831;BANTEN;KABUPATEN PANDEGLANG;PICUNG;CIHERANG;;;
832;BANTEN;KABUPATEN PANDEGLANG;PICUNG;CILILITAN;;;
833;BANTEN;KABUPATEN PANDEGLANG;PICUNG;KADUBERA;;;
834;BANTEN;KABUPATEN PANDEGLANG;PICUNG;KADUPANDAK;;;
835;BANTEN;KABUPATEN PANDEGLANG;PICUNG;KOLELET;;;
836;BANTEN;KABUPATEN PANDEGLANG;PICUNG;PASIRPANJANG;;;
837;BANTEN;KABUPATEN PANDEGLANG;PICUNG;PASIRSEDANG;;;
838;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;BANJARNEGARA;;;
839;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;BANJARWANGI;;;
840;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;CILENTUNG;;;
841;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;KADUHEJO;;;
842;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;KARYAWANGI;;;
843;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;KORANJI;;;
844;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;SANGHIANGDENGDEK;;;
845;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;SUKARAJA;;;
846;BANTEN;KABUPATEN PANDEGLANG;PULOSARI;SUKASARI;;;
847;BANTEN;KABUPATEN PANDEGLANG;SAKETI;CIANDUR;;;
848;BANTEN;KABUPATEN PANDEGLANG;SAKETI;GIRIJAYA;;;
849;BANTEN;KABUPATEN PANDEGLANG;SAKETI;KADUDAMPIT;;;
850;BANTEN;KABUPATEN PANDEGLANG;SAKETI;LANGENSARI;;;
851;BANTEN;KABUPATEN PANDEGLANG;SAKETI;MAJAU;;;
852;BANTEN;KABUPATEN PANDEGLANG;SAKETI;MEDALSARI;;;
853;BANTEN;KABUPATEN PANDEGLANG;SAKETI;MEKARWANGI;;;
854;BANTEN;KABUPATEN PANDEGLANG;SAKETI;PARIGI;;;
855;BANTEN;KABUPATEN PANDEGLANG;SAKETI;SAKETI;;;
856;BANTEN;KABUPATEN PANDEGLANG;SAKETI;SINDANGHAYU;;;
857;BANTEN;KABUPATEN PANDEGLANG;SAKETI;SODONG;;;
858;BANTEN;KABUPATEN PANDEGLANG;SAKETI;SUKALANGU;;;
859;BANTEN;KABUPATEN PANDEGLANG;SAKETI;TALAGASARI;;;
860;BANTEN;KABUPATEN PANDEGLANG;SAKETI;WANAGIRI;;;
861;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;BOJONGMANIK;;;
862;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;CAMPAKAWARNA;;;
863;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;CIODENG;;;
864;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;KADUMALATI;;;
865;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;PASIRDURUNG;;;
866;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;PASIRLANCAR;;;
867;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;PASIRLOA;;;
868;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;PASIRTENJO;;;
869;BANTEN;KABUPATEN PANDEGLANG;SINDANGRESMI;SINDANGRESMI;;;
870;BANTEN;KABUPATEN PANDEGLANG;SOBANG;BOJEN;;;
871;BANTEN;KABUPATEN PANDEGLANG;SOBANG;CIMANIS;;;
872;BANTEN;KABUPATEN PANDEGLANG;SOBANG;KERTARAHARJA;;;
873;BANTEN;KABUPATEN PANDEGLANG;SOBANG;KUTAMEKAR;;;
874;BANTEN;KABUPATEN PANDEGLANG;SOBANG;PANGKALAN;;;
875;BANTEN;KABUPATEN PANDEGLANG;SOBANG;SOBANG;;;
876;BANTEN;KABUPATEN PANDEGLANG;SOBANG;TELUKLADA;;;
877;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;CIBUNGUR;;;
878;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;CIKUYA;;;
879;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;KARYASARI;;;
880;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;KUBANGKAMPIL;;;
881;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;PASIRKADU;;;
882;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;PERDANA;;;
883;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;SEUSEUPAN;;;
884;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;SIDAMUKTI;;;
885;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;SUKARESMI;;;
886;BANTEN;KABUPATEN PANDEGLANG;SUKARESMI;WERU;;;
887;BANTEN;KABUPATEN PANDEGLANG;SUMUR;CIGORONDONG;;;
888;BANTEN;KABUPATEN PANDEGLANG;SUMUR;KERTAJAYA;;;
889;BANTEN;KABUPATEN PANDEGLANG;SUMUR;KERTAMUKTI;;;
890;BANTEN;KABUPATEN PANDEGLANG;SUMUR;SUMBERJAYA;;;
891;BANTEN;KABUPATEN PANDEGLANG;SUMUR;TAMANJAYA;;;
892;BANTEN;KABUPATEN PANDEGLANG;SUMUR;TUNGGALJAYA;;;
893;BANTEN;KABUPATEN PANDEGLANG;SUMUR;UJUNGJAYA;;;
894;BANTEN;KABUPATEN SERANG;ANYAR;ANYAR;;;
895;BANTEN;KABUPATEN SERANG;ANYAR;BANDULU;;;
896;BANTEN;KABUPATEN SERANG;ANYAR;BANJARSARI;;;
897;BANTEN;KABUPATEN SERANG;ANYAR;BUNIHARA;;;
898;BANTEN;KABUPATEN SERANG;ANYAR;CIKONENG;;;
899;BANTEN;KABUPATEN SERANG;ANYAR;KOSAMBI RONYOK;;;
900;BANTEN;KABUPATEN SERANG;ANYAR;MEKARSARI;;;
901;BANTEN;KABUPATEN SERANG;ANYAR;SINDANGKARYA;;;
902;BANTEN;KABUPATEN SERANG;ANYAR;SINDANGMANDI;;;
903;BANTEN;KABUPATEN SERANG;ANYAR;TANJUNGMANIS;;;
904;BANTEN;KABUPATEN SERANG;BANDUNG;BABAKAN;;;
905;BANTEN;KABUPATEN SERANG;BANDUNG;BANDUNG;;;
906;BANTEN;KABUPATEN SERANG;BANDUNG;BLOKANG;;;
907;BANTEN;KABUPATEN SERANG;BANDUNG;MALABAR;;;
908;BANTEN;KABUPATEN SERANG;BANDUNG;MANDER;;;
909;BANTEN;KABUPATEN SERANG;BANDUNG;PANAMPING;;;
910;BANTEN;KABUPATEN SERANG;BANDUNG;PANGAWINAN;;;
911;BANTEN;KABUPATEN SERANG;BANDUNG;PRINGWULUNG;;;
912;BANTEN;KABUPATEN SERANG;BAROS;BAROS;;;
913;BANTEN;KABUPATEN SERANG;BAROS;CISALAM;;;
914;BANTEN;KABUPATEN SERANG;BAROS;CURUG AGUNG;;;
915;BANTEN;KABUPATEN SERANG;BAROS;PADASUKA;;;
916;BANTEN;KABUPATEN SERANG;BAROS;PANYIRAPAN;;;
917;BANTEN;KABUPATEN SERANG;BAROS;SIDAMUKTI;;;
918;BANTEN;KABUPATEN SERANG;BAROS;SINARMUKTI;;;
919;BANTEN;KABUPATEN SERANG;BAROS;SINDANGMANDI;;;
920;BANTEN;KABUPATEN SERANG;BAROS;SUKA INDAH;;;
921;BANTEN;KABUPATEN SERANG;BAROS;SUKACAI;;;
922;BANTEN;KABUPATEN SERANG;BAROS;SUKAMANAH;;;
923;BANTEN;KABUPATEN SERANG;BAROS;SUKAMENAK;;;
924;BANTEN;KABUPATEN SERANG;BAROS;TAMANSARI;;;
925;BANTEN;KABUPATEN SERANG;BAROS;TEJAMARI;;;
926;BANTEN;KABUPATEN SERANG;BINUANG;BINUANG;;;
927;BANTEN;KABUPATEN SERANG;BINUANG;CAKUNG;;;
928;BANTEN;KABUPATEN SERANG;BINUANG;GEMBOR;;;
929;BANTEN;KABUPATEN SERANG;BINUANG;LAMARAN;;;
930;BANTEN;KABUPATEN SERANG;BINUANG;RENGED;;;
931;BANTEN;KABUPATEN SERANG;BINUANG;SUKAMAMPIR;;;
932;BANTEN;KABUPATEN SERANG;BINUANG;WARAKAS;;;
933;BANTEN;KABUPATEN SERANG;BOJONEGARA;BOJONEGARA;;;
934;BANTEN;KABUPATEN SERANG;BOJONEGARA;KARANGKEPUH;;;
935;BANTEN;KABUPATEN SERANG;BOJONEGARA;KERTASANA;;;
936;BANTEN;KABUPATEN SERANG;BOJONEGARA;LAMBANGSARI;;;
937;BANTEN;KABUPATEN SERANG;BOJONEGARA;MANGKUNEGARA;;;
938;BANTEN;KABUPATEN SERANG;BOJONEGARA;MARGAGIRI;;;
939;BANTEN;KABUPATEN SERANG;BOJONEGARA;PAKUNCEN;;;
940;BANTEN;KABUPATEN SERANG;BOJONEGARA;PENGARENGAN;;;
941;BANTEN;KABUPATEN SERANG;BOJONEGARA;UKIRSARI;;;
942;BANTEN;KABUPATEN SERANG;BOJONEGARA;WANAKARTA;;;
943;BANTEN;KABUPATEN SERANG;CARENANG;BOLANG;;;
944;BANTEN;KABUPATEN SERANG;CARENANG;CARENANG;;;
945;BANTEN;KABUPATEN SERANG;CARENANG;MANDAYA;;;
946;BANTEN;KABUPATEN SERANG;CARENANG;MEKARSARI;;;
947;BANTEN;KABUPATEN SERANG;CARENANG;PAMANUK;;;
948;BANTEN;KABUPATEN SERANG;CARENANG;PANENJOAN;;;
949;BANTEN;KABUPATEN SERANG;CARENANG;PURWADADI;;;
950;BANTEN;KABUPATEN SERANG;CARENANG;RAGASMESIGIT;;;
951;BANTEN;KABUPATEN SERANG;CARENANG;TERAS;;;
952;BANTEN;KABUPATEN SERANG;CARENANG;WALIKUKUN;;;
953;BANTEN;KABUPATEN SERANG;CIKANDE;BAKUNG;;;
954;BANTEN;KABUPATEN SERANG;CIKANDE;CIKANDE;;;
955;BANTEN;KABUPATEN SERANG;CIKANDE;GEMBOR UDIK;;;
956;BANTEN;KABUPATEN SERANG;CIKANDE;JULANG;;;
957;BANTEN;KABUPATEN SERANG;CIKANDE;KAMURANG;;;
958;BANTEN;KABUPATEN SERANG;CIKANDE;KOPER;;;
959;BANTEN;KABUPATEN SERANG;CIKANDE;LEUWILIMUS;;;
960;BANTEN;KABUPATEN SERANG;CIKANDE;NAMBO UDIK;;;
961;BANTEN;KABUPATEN SERANG;CIKANDE;PARIGI;;;
962;BANTEN;KABUPATEN SERANG;CIKANDE;SITUTERATE;;;
963;BANTEN;KABUPATEN SERANG;CIKANDE;SONGGOM JAYA;;;
964;BANTEN;KABUPATEN SERANG;CIKANDE;SUKATANI;;;
965;BANTEN;KABUPATEN SERANG;CIKEUSAL;BANTAR PANJANG;;;
966;BANTEN;KABUPATEN SERANG;CIKEUSAL;CIKEUSAL;;;
967;BANTEN;KABUPATEN SERANG;CIKEUSAL;CILAYANG;;;
968;BANTEN;KABUPATEN SERANG;CIKEUSAL;CIMAUNG;;;
969;BANTEN;KABUPATEN SERANG;CIKEUSAL;DAHU;;;
970;BANTEN;KABUPATEN SERANG;CIKEUSAL;GANDAYASA;;;
971;BANTEN;KABUPATEN SERANG;CIKEUSAL;HARUNDANG;;;
972;BANTEN;KABUPATEN SERANG;CIKEUSAL;KATULISAN;;;
973;BANTEN;KABUPATEN SERANG;CIKEUSAL;MONGPOK;;;
974;BANTEN;KABUPATEN SERANG;CIKEUSAL;PANOSOGAN;;;
975;BANTEN;KABUPATEN SERANG;CIKEUSAL;PANYABRANGAN;;;
976;BANTEN;KABUPATEN SERANG;CIKEUSAL;SUKAMAJU;;;
977;BANTEN;KABUPATEN SERANG;CIKEUSAL;SUKAMENAK;;;
978;BANTEN;KABUPATEN SERANG;CIKEUSAL;SUKARAME;;;
979;BANTEN;KABUPATEN SERANG;CIKEUSAL;SUKARATU;;;
980;BANTEN;KABUPATEN SERANG;CINANGKA;BANTARWANGI;;;
981;BANTEN;KABUPATEN SERANG;CINANGKA;BANTARWARU;;;
982;BANTEN;KABUPATEN SERANG;CINANGKA;BULAKAN;;;
983;BANTEN;KABUPATEN SERANG;CINANGKA;CIKOLELET;;;
984;BANTEN;KABUPATEN SERANG;CINANGKA;CINANGKA;;;
985;BANTEN;KABUPATEN SERANG;CINANGKA;KAMASAN;;;
986;BANTEN;KABUPATEN SERANG;CINANGKA;KARANG SURAGA;;;
987;BANTEN;KABUPATEN SERANG;CINANGKA;KUBANG BAROS;;;
988;BANTEN;KABUPATEN SERANG;CINANGKA;MEKARSARI;;;
989;BANTEN;KABUPATEN SERANG;CINANGKA;PASAURAN;;;
990;BANTEN;KABUPATEN SERANG;CINANGKA;RANCASANGGAL;;;
991;BANTEN;KABUPATEN SERANG;CINANGKA;SINDANGLAYA;;;
992;BANTEN;KABUPATEN SERANG;CINANGKA;UMBUL TANJUNG;;;
993;BANTEN;KABUPATEN SERANG;CIOMAS;CEMPLANG;;;
994;BANTEN;KABUPATEN SERANG;CIOMAS;CISITU;;;
995;BANTEN;KABUPATEN SERANG;CIOMAS;CITAMAN;;;
996;BANTEN;KABUPATEN SERANG;CIOMAS;LEBAK;;;
997;BANTEN;KABUPATEN SERANG;CIOMAS;PANYAUNGAN JAYA;;;
998;BANTEN;KABUPATEN SERANG;CIOMAS;PONDOK KAHURU;;;
999;BANTEN;KABUPATEN SERANG;CIOMAS;SIKETUG;;;
1000;BANTEN;KABUPATEN SERANG;CIOMAS;SUKABARES;;;
1001;BANTEN;KABUPATEN SERANG;CIOMAS;SUKADANA;;;
1002;BANTEN;KABUPATEN SERANG;CIOMAS;SUKARENA;;;
1003;BANTEN;KABUPATEN SERANG;CIOMAS;UJUNGTEBU;;;
1004;BANTEN;KABUPATEN SERANG;CIRUAS;BEBERAN;;;
1005;BANTEN;KABUPATEN SERANG;CIRUAS;BUMIJAYA;;;
1006;BANTEN;KABUPATEN SERANG;CIRUAS;CIGELAM;;;
1007;BANTEN;KABUPATEN SERANG;CIRUAS;CIRUAS;;;
1008;BANTEN;KABUPATEN SERANG;CIRUAS;CITEREP;;;
1009;BANTEN;KABUPATEN SERANG;CIRUAS;GOSARA;;;
1010;BANTEN;KABUPATEN SERANG;CIRUAS;KADIKARAN;;;
1011;BANTEN;KABUPATEN SERANG;CIRUAS;KEBONRATU;;;
1012;BANTEN;KABUPATEN SERANG;CIRUAS;KEPANDEAN;;;
1013;BANTEN;KABUPATEN SERANG;CIRUAS;KESERANGAN;;;
1014;BANTEN;KABUPATEN SERANG;CIRUAS;PAMONG;;;
1015;BANTEN;KABUPATEN SERANG;CIRUAS;PELAWAD;;;
1016;BANTEN;KABUPATEN SERANG;CIRUAS;PENGGALANG;;;
1017;BANTEN;KABUPATEN SERANG;CIRUAS;PULO;;;
1018;BANTEN;KABUPATEN SERANG;CIRUAS;RANJENG;;;
1019;BANTEN;KABUPATEN SERANG;CIRUAS;SINGAMERTA;;;
1020;BANTEN;KABUPATEN SERANG;CIRUAS;TIREM;;;
1021;BANTEN;KABUPATEN SERANG;GUNUNGSARI;CIHERANG;;;
1022;BANTEN;KABUPATEN SERANG;GUNUNGSARI;CURUG SULANJANA;;;
1023;BANTEN;KABUPATEN SERANG;GUNUNGSARI;GUNUNGSARI;;;
1024;BANTEN;KABUPATEN SERANG;GUNUNGSARI;KADU AGUNG;;;
1025;BANTEN;KABUPATEN SERANG;GUNUNGSARI;LUWUK;;;
1026;BANTEN;KABUPATEN SERANG;GUNUNGSARI;SUKALABA;;;
1027;BANTEN;KABUPATEN SERANG;GUNUNGSARI;TAMIANG;;;
1028;BANTEN;KABUPATEN SERANG;JAWILAN;BOJOT;;;
1029;BANTEN;KABUPATEN SERANG;JAWILAN;CEMPLANG;;;
1030;BANTEN;KABUPATEN SERANG;JAWILAN;JAWILAN;;;
1031;BANTEN;KABUPATEN SERANG;JAWILAN;JUNTI;;;
1032;BANTEN;KABUPATEN SERANG;JAWILAN;KAREO;;;
1033;BANTEN;KABUPATEN SERANG;JAWILAN;MAJASARI;;;
