geometry,OBJECTID,GID_4,GID_0,COUNTRY,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,CC_4,Shape_Leng,Shape_Area,uncovered_area,total_area,percent_uncovered
"MULTIPOLYGON (((693630.2520654202 9301957.588060826, 693665.6988190064 9301954.146554722, 693676.2379199819 9301955.55058109, 693665.7272795044 9301933.327698937, 693655.8090385381 9301905.608072404, 693652.6768459667 9301893.103658725, 693638.3395647518 9301912.435244588, 693618.5684630991 9301934.249293694, 693608.2662250224 9301943.58669801, 693595.3830788878 9301965.080928786, 693594.5800910165 9301966.163632594, 693630.2520654202 9301957.588060826)), ((693709.9886273042 9301626.838722127, 693707.2134645 9301626.42706561, 693688.7883203278 9301621.811807256, 693693.5185294627 9301635.031856162, 693696.6507220342 9301647.536269842, 693705.8935133534 9301635.073808422, 693709.9886273042 9301626.838722127)), ((693534.6175625856 9301133.909512842, 693567.3953576339 9301090.13390649, 693585.0845457144 9301078.314250583, 693585.0256581429 9301060.806087684, 693595.9411008488 9301043.102859357, 693600.1212326263 9301030.906711707, 693610.207100707 9301017.583525011, 693637.200039288 9301010.900669262, 693660.8009595209 9300999.746558255, 693685.2423237846 9300987.4824351, 693699.5641821404 9300978.574538348, 693704.5999335025 9300969.75053796, 693715.3512853472 9300903.319890643, 693716.1211830501 9300881.220650146, 693716.7865681116 9300828.113216087, 693726.0059951474 9300808.2008628, 693741.1310604058 9300787.108140387, 693754.5604839032 9300763.859200137, 693755.2965595381 9300731.79297729, 693751.8788361759 9300719.622612473, 693745.1100855824 9300715.215616468, 693712.1112529985 9300693.230205795, 693700.2436878578 9300678.873178171, 693700.2063969119 9300667.79893416, 693705.2121622555 9300650.115441658, 693716.1385821644 9300635.681543283, 693770.833826115 9300582.44496573, 693782.6268855674 9300574.652928015, 693799.4961669839 9300570.166294025, 693819.7723214995 9300574.527763052, 693860.365306241 9300595.379894974, 693885.6657821762 9300587.54263624, 693895.7628682582 9300577.594033772, 693903.3123231945 9300563.171688136, 693932.6807096562 9300509.967411665, 693946.9617229705 9300488.930300944, 693953.2878242302 9300483.651548844, 693931.6992296177 9300467.640355857, 693909.8851805108 9300447.869254204, 693890.114078858 9300426.055205097, 693872.5763311761 9300402.408289753, 693869.3314783084 9300396.994579807, 693866.9518426638 9300396.143132558, 693840.3378513255 9300383.55565211, 693815.0858024674 9300368.420156496, 693791.4388871242 9300350.882408815, 693769.6248380173 9300331.11130716, 693749.8537363645 9300309.297258055, 693732.3159886826 9300285.65034271, 693717.1804930688 9300260.398293853, 693704.5930126199 9300233.784302514, 693696.6117228055 9300211.4780918, 693695.9826424543 9300211.635668226, 693694.6231244582 9300212.122111542, 693666.0648178867 9300219.275594944, 693641.5104705839 9300222.917888299, 693638.6262891064 9300242.361460458, 693631.4728057052 9300270.91976703, 693621.5545647389 9300298.639393562, 693608.96708429 9300325.253384901, 693593.8315886762 9300350.505433759, 693576.2938409942 9300374.152349103, 693556.5227393415 9300395.96639821, 693534.7086902346 9300415.737499863, 693511.0617748913 9300433.275247544, 693485.8097260332 9300448.410743158, 693459.195734695 9300460.998223606, 693431.4761081618 9300470.916464573, 693412.6747740683 9300475.625953598, 693418.7999970207 9300500.07921435, 693423.1198309014 9300529.201168856, 693424.5644128998 9300558.606310954, 693423.1198309014 9300588.011453053, 693418.7999970207 9300617.13340756, 693411.6465136195 9300645.69171413, 693401.7282726532 9300673.411340663, 693389.1407922043 9300700.025332002, 693374.0052965905 9300725.27738086, 693356.4675489085 9300748.924296204, 693336.6964472558 9300770.73834531, 693314.8823981489 9300790.509446964, 693291.2354828056 9300808.047194645, 693265.9834339475 9300823.18269026, 693239.3694426093 9300835.770170707, 693211.6498160762 9300845.688411674, 693183.0915095046 9300852.841895076, 693182.9981138945 9300852.855749005, 693182.4934303141 9300858.70365995, 693169.1715274997 9300914.015353717, 693158.333964701 9300954.97494297, 693146.6895920049 9301007.011682242, 693137.5107095989 9301039.105910445, 693137.3981824224 9301040.566074941, 693149.3093433434 9301065.75010878, 693159.2275843096 9301093.469735313, 693166.3810677109 9301122.028041884, 693170.7009015916 9301151.14999639, 693172.14548359 9301180.55513849, 693172.1191074848 9301181.092036443, 693180.9609103301 9301176.910175143, 693208.6805368632 9301166.991934177, 693237.2388434347 9301159.838450775, 693266.3607979406 9301155.518616894, 693295.7659400395 9301154.074034896, 693325.1710821384 9301155.518616894, 693354.2930366443 9301159.838450775, 693382.8513432159 9301166.991934177, 693410.570969749 9301176.910175143, 693427.7248337097 9301185.023348566, 693430.1639063453 9301185.634304456, 693457.8835328784 9301195.552545423, 693484.4975242167 9301208.14002587, 693491.0830443529 9301212.087234737, 693501.1641818003 9301190.772460442, 693516.2996774141 9301165.520411585, 693529.2785933639 9301148.02036926, 693534.6175625856 9301133.909512842)), ((694526.0624003694 9300228.197504818, 694546.2935939966 9300219.269308772, 694564.8249776631 9300207.02444321, 694573.2184516587 9300192.651844762, 694579.0493556941 9300169.375540392, 694572.2171269552 9300146.194523506, 694565.7808658374 9300126.614636304, 694562.6644740497 9300135.324367875, 694550.0769936008 9300161.938359214, 694534.941497987 9300187.190408072, 694517.4037503051 9300210.837323416, 694499.687565938 9300230.384120684, 694526.0624003694 9300228.197504818)), ((694498.77261433 9299632.762092039, 694497.7014696598 9299630.497346915, 694493.6671485939 9299619.222174872, 694491.4788428904 9299633.974533621, 694487.999697905 9299647.864058979, 694498.77261433 9299632.762092039)), ((694413.1108448814 9299281.858531646, 694414.6343090221 9299233.177777167, 694422.9226855173 9299187.796630982, 694430.8272234487 9299180.157204371, 694416.976327372 9299157.04838036, 694404.3888469231 9299130.434389021, 694394.4706059569 9299102.714762488, 694387.3171225556 9299074.156455917, 694382.9972886749 9299045.034501411, 694381.5527066765 9299015.629359312, 694382.9972886749 9298986.224217214, 694387.3171225556 9298957.102262707, 694394.4706059569 9298928.543956136, 694404.3888469231 9298900.824329603, 694416.976327372 9298874.210338265, 694432.1118229858 9298848.958289407, 694448.3318930255 9298827.088056691, 694445.2188538283 9298791.829905653, 694436.7770409931 9298791.858518297, 694408.0707062954 9298790.848298233, 694406.3334008943 9298776.4572468, 694402.8255217002 9298737.760661587, 694385.0862888616 9298734.498364246, 694374.1042092529 9298732.320783919, 694367.107135191 9298660.46487662, 694314.7824503827 9298665.071976472, 694298.7427973145 9298665.126313591, 694285.2244397383 9298661.849915856, 694275.931004514 9298659.666380445, 694161.0987832539 9298653.410513114, 694122.2811216282 9298657.971709652, 694086.8513926603 9298665.843711484, 694029.4690451744 9298672.682780154, 693988.9780770235 9298681.67934193, 693960.290524045 9298686.153404392, 693923.164894758 9298691.81623937, 693910.5131845678 9298695.181416778, 693854.8230875109 9298703.121970395, 693823.6030555199 9298707.657271476, 693808.4151665013 9298709.923378266, 693790.6871407691 9298709.983274506, 693764.5098614772 9298707.856919823, 693729.8908152137 9298705.758844608, 693705.3943553886 9298701.411778994, 693662.3258578789 9298697.12730096, 693638.6924728176 9298698.314703621, 693599.015631665 9298698.448633855, 693585.5085647458 9298698.494221056, 693577.0705376889 9298699.630091174, 693549.2121532473 9298699.724100674, 693498.6244258422 9298718.721554099, 693462.3766141912 9298734.295551082, 693451.4570791696 9298748.09972388, 693451.4077607736 9298748.296613952, 693441.4895198073 9298776.016240485, 693428.9020393584 9298802.630231824, 693413.7665437446 9298827.882280681, 693396.2287960626 9298851.529196026, 693376.4576944099 9298873.343245132, 693354.643645303 9298893.114346785, 693330.9967299597 9298910.652094467, 693317.660714544 9298918.645394495, 693289.4167688506 9299014.69547157, 693266.263656516 9299158.53178621, 693263.106766497 9299223.829599965, 693258.2797883106 9299294.617453923, 693238.2050867727 9299349.952378137, 693206.2338586213 9299382.17607283, 693188.6321876893 9299419.836145312, 693174.4334423321 9299465.183957715, 693167.8770362932 9299523.84826537, 693150.345972225 9299582.496944292, 693126.8942227671 9299637.895766612, 693107.5407761696 9299656.734929359, 693159.145027569 9299688.677499563, 693200.4848191538 9299680.786294973, 693230.0427902986 9299684.009262672, 693248.6376907286 9299690.59138272, 693263.0186462023 9299699.35003524, 693267.2659539811 9299707.087812385, 693279.1738421861 9299733.57381089, 693284.3136404431 9299755.705661682, 693287.7572740957 9299775.575684072, 693296.2997904073 9299805.4482658, 693303.097925479 9299818.66210418, 693316.8477713608 9299852.357949037, 693320.4556205622 9299837.954607647, 693321.3573564013 9299835.434424806, 693319.7143431217 9299831.960565096, 693309.7961021555 9299804.240938563, 693302.6426187542 9299775.682631992, 693298.3227848735 9299746.560677486, 693296.8782028751 9299717.155535387, 693298.3227848735 9299687.750393288, 693302.6426187542 9299658.628438782, 693309.7961021555 9299630.07013221, 693319.7143431217 9299602.350505678, 693332.3018235706 9299575.73651434, 693347.4373191844 9299550.484465482, 693364.9750668664 9299526.837550137, 693384.7461685191 9299505.023501031, 693406.560217626 9299485.252399378, 693430.2071329693 9299467.714651696, 693455.4591818274 9299452.579156082, 693482.0731731657 9299439.991675634, 693509.7927996988 9299430.073434668, 693538.3511062703 9299422.919951266, 693567.4730607762 9299418.600117385, 693596.8782028751 9299417.155535387, 693610.4991523119 9299417.824689724, 693617.3068813618 9299408.645529693, 693637.0779830145 9299386.831480587, 693658.8920321214 9299367.060378933, 693682.5389474647 9299349.522631252, 693707.7909963228 9299334.387135638, 693715.4727792749 9299330.753922885, 693703.2131581915 9299314.223737415, 693688.0776625777 9299288.971688557, 693675.4901821289 9299262.357697219, 693665.5719411626 9299234.638070686, 693658.4184577613 9299206.079764115, 693654.0986238807 9299176.957809608, 693652.6540418823 9299147.55266751, 693654.0986238807 9299118.147525411, 693658.4184577613 9299089.025570905, 693665.5719411626 9299060.467264334, 693675.4901821289 9299032.7476378, 693688.0776625777 9299006.133646462, 693703.2131581915 9298980.881597605, 693720.7509058735 9298957.23468226, 693740.5220075262 9298935.420633154, 693762.3360566332 9298915.6495315, 693785.9829719764 9298898.11178382, 693788.9402051946 9298896.339286441, 693788.9402051949 9298896.339286441, 693797.6613274983 9298881.788972918, 693815.1990751802 9298858.142057573, 693834.970176833 9298836.328008467, 693856.7842259399 9298816.556906814, 693880.4311412831 9298799.019159133, 693905.6831901412 9298783.883663518, 693932.2971814795 9298771.29618307, 693960.0168080126 9298761.377942104, 693988.5751145842 9298754.224458702, 694017.6970690901 9298749.904624822, 694047.102211189 9298748.460042823, 694076.5073532879 9298749.904624822, 694105.6293077938 9298754.224458702, 694134.1876143654 9298761.377942104, 694161.9072408985 9298771.29618307, 694188.5212322368 9298783.883663518, 694213.7732810949 9298799.019159133, 694237.4201964381 9298816.556906814, 694259.234245545 9298836.328008467, 694279.0053471978 9298858.142057573, 694296.5430948797 9298881.788972918, 694311.6785904935 9298907.041021775, 694324.2660709424 9298933.655013114, 694334.1843119087 9298961.374639647, 694341.33779531 9298989.932946218, 694345.6576291906 9299019.054900724, 694347.102211189 9299048.460042823, 694345.6576291906 9299077.865184922, 694341.33779531 9299106.987139428, 694334.1843119087 9299135.545446, 694324.2660709424 9299163.265072532, 694311.6785904935 9299189.87906387, 694296.5430948797 9299215.131112728, 694279.0053471978 9299238.778028073, 694259.234245545 9299260.592077179, 694239.1963837913 9299278.753336454, 694255.7703553742 9299281.211852895, 694284.3286619458 9299288.365336297, 694312.0482884789 9299298.283577263, 694338.6622798172 9299310.871057712, 694363.9143286753 9299326.006553326, 694387.5612440185 9299343.544301007, 694409.3752931254 9299363.31540266, 694418.4048585809 9299373.277992895, 694413.1108448814 9299281.858531646)), ((693311.7337555223 9299876.167941593, 693311.8653624437 9299876.198862592, 693311.9361946989 9299875.721350314, 693311.7337555223 9299876.167941593)))",1,IDN.4.7.2.1_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.2_1,Ciputat,Cipayung,NA,Kelurahan,Urban Community,3674040007,0.08982253027,0.00023022399,0.8324640600128108,2.8173913145814327,29.55
"MULTIPOLYGON (((693554.7291048536 9302848.921550166, 693585.0337187769 9302822.504724052, 693601.0036996083 9302801.356627287, 693622.0805854972 9302792.584370743, 693641.4749455141 9302785.505547566, 693651.6001660592 9302783.783990528, 693659.1568001239 9302771.418394128, 693664.098442879 9302734.486723531, 693653.7723173639 9302676.353517303, 693658.7668270627 9302655.242338564, 693674.7604487282 9302641.160945449, 693685.6883453855 9302627.04369007, 693690.7244911178 9302618.272489728, 693683.9409795692 9302609.488443501, 693674.5948991313 9302591.853313604, 693667.8053718943 9302581.276093267, 693677.9070488093 9302572.487885404, 693688.8942507777 9302576.037158972, 693699.0251007141 9302576.003139427, 693708.247041632 9302556.670724902, 693708.1818667424 9302537.264211232, 693704.7632911662 9302524.935454637, 693708.1110223092 9302516.170140846, 693709.7225512639 9302493.277004298, 693707.992706523 9302480.942797475, 693702.8857327597 9302468.6197124, 693713.8550287879 9302466.842539137, 693729.0575875826 9302468.637200747, 693734.9434649192 9302461.55082241, 693734.9080341969 9302451.003785627, 693736.5374816111 9302433.384327991, 693739.825803194 9302407.005335188, 693752.4304398944 9302389.401976714, 693752.3652336285 9302369.995236732, 693747.2526269961 9302355.932065206, 693741.3130995252 9302347.144863484, 693734.5294215336 9302338.308075633, 693708.286760241 9302317.196534319, 693692.2343095375 9302313.664293274, 693693.8695561008 9302297.837902734, 693703.0912511542 9302278.4529431, 693697.99030817 9302267.922925493, 693699.6372417598 9302255.577043364, 693701.2842849499 9302243.231271157, 693704.6141589007 9302229.19237939, 693711.350446592 9302223.896002235, 693712.1411960868 9302208.019913234, 693696.0770800316 9302201.007393025, 693686.7724852056 9302195.712157445, 693683.3420436166 9302179.85025272, 693686.6659994271 9302164.018187443, 693692.5342969298 9302151.710985797, 693674.7932824779 9302148.1846477, 693646.9212109458 9302144.639363624, 693640.9524629754 9302127.045657719, 693629.0501819504 9302102.405169657, 693618.009926926 9302083.035417043, 693618.7892180878 9302063.678715274, 693607.7371021896 9302040.775701685, 693591.6135522589 9302016.149283571, 693584.7945001827 9301996.765463348, 693581.8799145044 9301983.287838295, 693577.8453312059 9301988.72784413, 693558.0742295531 9302010.541893236, 693536.2601804462 9302030.31299489, 693512.613265103 9302047.850742571, 693487.3612162449 9302062.986238185, 693473.8847649392 9302069.360124957, 693463.9164471156 9302082.800845623, 693474.8204888446 9302092.683692975, 693494.1474860114 9302114.007748289, 693497.8265973695 9302116.736363238, 693519.6406464764 9302136.507464891, 693539.4117481292 9302158.321513997, 693556.9494958111 9302181.968429342, 693572.0849914249 9302207.2204782, 693584.6724718738 9302233.834469538, 693594.5907128401 9302261.554096071, 693601.7441962414 9302290.112402642, 693606.064030122 9302319.234357148, 693607.5086121204 9302348.639499247, 693606.064030122 9302378.044641346, 693602.3321104692 9302403.203200066, 693609.1291110311 9302414.543310404, 693621.71659148 9302441.157301743, 693631.6348324462 9302468.876928275, 693638.7883158475 9302497.435234847, 693643.1081497282 9302526.557189353, 693644.5527317266 9302555.962331451, 693643.1081497282 9302585.36747355, 693638.7883158475 9302614.489428056, 693631.6348324462 9302643.047734628, 693621.71659148 9302670.76736116, 693609.1291110311 9302697.3813525, 693593.9936154173 9302722.633401357, 693576.4558677353 9302746.280316701, 693560.2945905022 9302764.111538319, 693560.917887696 9302776.799044168, 693559.4733056976 9302806.204186266, 693555.1534718169 9302835.326140773, 693551.5767044959 9302849.60539634, 693554.7291048536 9302848.921550166)), ((693137.5107095989 9301039.105910445, 693146.6895920049 9301007.011682242, 693158.333964701 9300954.97494297, 693169.1715274997 9300914.015353717, 693182.4934303141 9300858.70365995, 693182.9981138945 9300852.855749005, 693153.9695549987 9300857.161728956, 693124.5644128998 9300858.606310954, 693095.1592708009 9300857.161728956, 693066.037316295 9300852.841895076, 693060.2320713939 9300851.387756927, 693059.3170434551 9300857.556374226, 693053.6930599378 9300880.008574983, 693052.0163098185 9300891.312306108, 693044.8628264172 9300919.870612679, 693040.4154838839 9300932.300102394, 693062.4634688391 9300948.65200248, 693084.277517946 9300968.423104133, 693104.0486195987 9300990.23715324, 693121.5863672807 9301013.884068584, 693136.7218628945 9301039.136117442, 693137.3981824224 9301040.566074941, 693137.5107095989 9301039.105910445)), ((693311.7337555223 9299876.167941593, 693311.9361946989 9299875.721350314, 693313.3021371609 9299866.512914218, 693316.8477713608 9299852.357949037, 693303.097925479 9299818.66210418, 693296.2997904073 9299805.4482658, 693287.7572740957 9299775.575684072, 693284.3136404431 9299755.705661682, 693279.1738421861 9299733.57381089, 693267.2659539811 9299707.087812385, 693263.0186462023 9299699.35003524, 693248.6376907286 9299690.59138272, 693230.0427902986 9299684.009262672, 693200.4848191538 9299680.786294973, 693159.145027569 9299688.677499563, 693107.5407761696 9299656.734929359, 693102.4980710492 9299663.396443335, 693001.2686571021 9299685.885787837, 692949.8726777 9299715.906975811, 692940.5568766238 9299707.078711716, 692926.123696628 9299682.815836912, 692937.0350290051 9299663.952468567, 692927.7264551242 9299657.339180008, 692913.3641805939 9299654.117784867, 692896.4803149251 9299654.174488777, 692885.5057531543 9299654.211343823, 692875.2562331501 9299618.807221996, 692861.752714782 9299619.959955519, 692831.3876548556 9299627.814182116, 692832.2617739431 9299636.670797678, 692832.3322380526 9299657.65951551, 692824.749166879 9299662.114747718, 692791.0595033825 9299685.484315539, 692759.0836290987 9299716.547509907, 692739.7523564097 9299742.031092592, 692736.4537615633 9299765.298633382, 692728.9373674204 9299789.63506752, 692719.6737218443 9299796.310802693, 692672.4687302114 9299817.457961533, 692642.947937577 9299825.30922064, 692598.2089513293 9299826.566603906, 692597.5737589508 9299835.719110852, 692615.2340792727 9299842.038074503, 692641.848070611 9299854.62555495, 692667.1001194691 9299869.761050565, 692690.7470348123 9299887.298798246, 692712.5610839193 9299907.0698999, 692732.332185572 9299928.883949006, 692749.869933254 9299952.53086435, 692765.0054288678 9299977.782913208, 692777.5929093166 9300004.396904547, 692787.5111502829 9300032.11653108, 692794.6646336842 9300060.67483765, 692798.9844675648 9300089.796792157, 692800.4290495632 9300119.201934256, 692798.9844675648 9300148.607076354, 692794.6646336842 9300177.72903086, 692787.5111502829 9300206.287337432, 692777.5929093166 9300234.006963965, 692765.0054288678 9300260.620955303, 692749.869933254 9300285.87300416, 692732.332185572 9300309.519919505, 692712.5610839193 9300331.333968611, 692690.7470348123 9300351.105070265, 692681.704980748 9300357.811114602, 692701.198774277 9300375.47925918, 692720.9698759298 9300397.293308286, 692738.5076236117 9300420.94022363, 692749.0088270243 9300438.460423062, 692753.9823602795 9300418.60496531, 692763.9006012458 9300390.885338778, 692776.4880816947 9300364.271347439, 692791.6235773085 9300339.019298581, 692809.1613249904 9300315.372383237, 692828.9324266432 9300293.55833413, 692850.7464757501 9300273.787232477, 692874.3933910934 9300256.249484796, 692899.6454399514 9300241.113989182, 692926.2594312897 9300228.526508734, 692953.9790578228 9300218.608267767, 692982.5373643944 9300211.454784365, 693011.6593189003 9300207.134950485, 693041.0644609992 9300205.690368487, 693045.4750664057 9300205.907047635, 693044.3907049855 9300183.834363854, 693045.8352869839 9300154.429221755, 693050.1551208645 9300125.307267249, 693057.3086042658 9300096.748960678, 693067.2268452321 9300069.029334145, 693079.814325681 9300042.415342806, 693094.9498212948 9300017.163293948, 693112.4875689767 9299993.516378604, 693132.2586706295 9299971.702329498, 693154.0727197364 9299951.931227844, 693177.7196350796 9299934.393480163, 693202.9716839377 9299919.257984549, 693229.585675276 9299906.6705041, 693257.3053018091 9299896.752263134, 693285.8636083807 9299889.598779732, 693310.4179556834 9299885.956486378, 693311.8653624437 9299876.198862592, 693311.7337555223 9299876.167941593)))",2,IDN.4.7.2.2_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.2_1,Ciputat,Ciputat,NA,Kelurahan,Urban Community,3674040006,0.08177242976,0.0001391714,0.340300984304525,1.7031483418356528,19.98
