geometry,OBJECTID,GID_4,GID_0,COUNTRY,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,CC_4,Shape_Leng,Shape_Area,uncovered_area,total_area,percent_uncovered
"MULTIPOLYGON (((691382.8170347882 9304994.269597292, 691386.2308892775 9305005.332648937, 691379.4949390014 9305010.8920343, 691369.3674357786 9305012.033117063, 691364.2465336495 9305012.690036708, 691358.8839170609 9305048.841861209, 691346.9614447254 9305096.439038828, 691338.1709043634 9305121.006953308, 691343.6809955355 9305143.004470337, 691350.88071867 9305191.541061182, 691353.2883553338 9305240.549631346, 691350.88071867 9305289.55820151, 691343.6809955355 9305338.094792355, 691331.7585231999 9305385.691969974, 691315.2281215895 9305431.89134753, 691294.248987508 9305476.24799976, 691269.0231614851 9305518.334747856, 691239.7935820152 9305557.746273428, 691229.8593758832 9305568.70698084, 691225.1746931906 9305577.621395966, 691225.229524311 9305594.232762812, 691226.9689952879 9305609.678548774, 691215.2150533438 9305629.651134081, 691207.6492770603 9305639.643274952, 691196.7027265485 9305648.486108338, 691203.4899446843 9305658.430659471, 691225.4375237476 9305657.250848658, 691233.0580186413 9305663.87029394, 691233.7200239132 9305668.730098128, 691241.8781598177 9305645.929635704, 691262.8572938992 9305601.572983474, 691288.0831199221 9305559.486235376, 691317.312699392 9305520.074709805, 691350.2645354801 9305483.717961293, 691386.6212839915 9305450.766125206, 691426.0328095636 9305421.536545735, 691468.1195576603 9305396.310719714, 691512.4762098908 9305375.33158563, 691558.6755874461 9305358.801184021, 691606.2727650653 9305346.878711686, 691654.8093559085 9305339.678988552, 691680.370714594 9305338.423239524, 691672.8642711745 9305333.924050484, 691633.4527456025 9305304.694471013, 691597.095997091 9305271.742634926, 691564.144161003 9305235.385886414, 691534.914581533 9305195.974360842, 691509.6887555101 9305153.887612745, 691488.7096214286 9305109.530960515, 691479.2049860003 9305082.967284022, 691475.5680648783 9305080.269959485, 691439.2113163669 9305047.318123398, 691406.2594802788 9305010.961374886, 691377.0299008089 9304971.549849315, 691368.2185129643 9304956.848936835, 691367.0281234806 9304981.079871431, 691382.8170347882 9304994.269597292)), ((691202.9559816183 9305752.459410755, 691190.3609013731 9305773.489710785, 691181.954622254 9305784.59188106, 691172.7003380151 9305794.589358903, 691171.0482219984 9305805.616601573, 691162.6821161249 9305828.9004459, 691147.5653519919 9305853.261065518, 691128.241657787 9305882.065611605, 691107.2367197657 9305913.143306566, 691050.935779363 9305994.013893541, 691019.0024488714 9306039.471460715, 690921.5282281062 9306180.279205889, 690916.4877943399 9306187.995121278, 690919.9049836578 9306200.165665708, 690903.1139830273 9306228.961730948, 690848.4836574399 9306303.004852235, 690849.1258446997 9306303.23463051, 690893.4824969302 9306324.213764593, 690930.5007456995 9306346.40164903, 690952.45420838 9306341.652734851, 690988.8276142488 9306362.521349763, 691000.6659446112 9306368.019797785, 691009.507286312 9306372.236493599, 691020.344116757 9306370.629001653, 691069.3526869218 9306368.221364988, 691072.652547523 9306368.383476743, 691089.0360312491 9306341.04928551, 691118.265610719 9306301.637759939, 691151.2174468071 9306265.281011427, 691187.5741953185 9306232.32917534, 691226.9857208906 9306203.099595869, 691269.0724689873 9306177.873769848, 691313.4291212178 9306156.894635765, 691318.0224728292 9306155.251108278, 691317.312699392 9306154.46799397, 691288.0831199221 9306115.056468397, 691262.8572938992 9306072.9697203, 691241.8781598177 9306028.61306807, 691225.3477582072 9305982.413690515, 691213.4252858717 9305934.816512896, 691206.2255627372 9305886.279922051, 691203.8179260733 9305837.271351887, 691206.2255627372 9305788.262781722, 691213.3598381914 9305740.1674033, 691202.9559816183 9305752.459410755)), ((692488.20993888 9305549.716589184, 692449.3749200187 9305572.993403707, 692451.597830776 9305573.32314137, 692499.1950083952 9305585.245613705, 692545.3943859505 9305601.776015315, 692589.751038181 9305622.755149398, 692631.8377862778 9305647.98097542, 692671.2493118498 9305677.21055489, 692678.2095458239 9305683.518943248, 692681.1697467902 9305671.701158546, 692697.7001484006 9305625.50178099, 692715.4241152076 9305588.027601706, 692695.6062464823 9305546.126238782, 692679.0758448719 9305499.926861227, 692667.1533725364 9305452.329683607, 692659.9536494019 9305403.793092763, 692658.7229193343 9305378.741006717, 692644.7085839801 9305380.81983699, 692626.1596285215 9305411.766899543, 692596.9300490516 9305451.178425115, 692563.9782129636 9305487.535173627, 692527.6214644521 9305520.487009713, 692488.20993888 9305549.716589184)))",11,IDN.4.7.1.4_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.1_1,Ciputat Timur,Pondok Ranji,NA,Kelurahan,Urban Community,3674050006,0.09404363467,0.00029759361,0.24065502335306446,3.642099269346666,6.61
"POLYGON ((694896.7697294645 9305756.185270324, 694949.1025293168 9305752.0013472, 694949.0363519758 9305732.330860501, 694940.3820830846 9305669.551200565, 694927.4477220359 9305589.330141155, 694925.725154224 9305579.210434394, 694915.4359776032 9305532.36254262, 694911.9791570851 9305508.74844449, 694906.8331305758 9305484.929013576, 694885.3753122559 9305380.794172738, 694869.9470650286 9305312.183591962, 694855.4481451814 9305268.883086292, 694851.0258736368 9305253.187065747, 694829.9171661573 9305252.150061445, 694781.380575314 9305244.950338311, 694746.6821493615 9305236.258835072, 694699.4502397315 9305238.57919, 694650.4416695667 9305236.171553336, 694605.2384860119 9305229.466294464, 694605.7679842729 9305240.244479174, 694603.360347609 9305289.253049338, 694597.0014803042 9305332.121050628, 694607.7364779782 9305340.082667517, 694644.0932264896 9305373.034503603, 694677.0450625777 9305409.391252115, 694706.2746420476 9305448.802777687, 694731.5004680705 9305490.889525784, 694752.479602152 9305535.246178014, 694769.0100037624 9305581.44555557, 694780.932476098 9305629.042733189, 694788.1321992325 9305677.579324033, 694790.5398358963 9305726.587894198, 694789.2808980265 9305752.214163247, 694896.7697294645 9305756.185270324))",12,IDN.4.7.1.5_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.1_1,Ciputat Timur,Rempoa,NA,Kelurahan,Urban Community,3674050004,0.08134310229,0.00021787271,0.10011698060697205,2.6664640221398517,3.75
POLYGON EMPTY,13,IDN.4.7.1.6_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.1_1,Ciputat Timur,Rengas,NA,Kelurahan,Urban Community,3674050005,0.06218470991,0.00016842919,0.0,2.0613535796862634,0.0
POLYGON EMPTY,14,IDN.4.7.3.1_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.3_1,Pamulang,Bambu Apus,NA,Kelurahan,Urban Community,3674030007,0.07089958416,0.0002001566,0.0,2.4493949768854058,0.0
"POLYGON ((690439.2432047674 9298453.576710384, 690439.1979623076 9298453.545842355, 690430.1433139484 9298455.813913697, 690393.4907144842 9298461.250813235, 690383.5278889558 9298472.243097283, 690385.5859666776 9298486.117530292, 690399.7143915036 9298484.021776443, 690448.7229616684 9298481.614139779, 690472.9447015253 9298482.804077554, 690439.2432047674 9298453.576710384))",15,IDN.4.7.3.2_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.3_1,Pamulang,Benda Baru,NA,Kelurahan,Urban Community,3674030008,0.0691366897,0.00026220946,0.0018088966007297038,3.208679468268025,0.06
POLYGON EMPTY,16,IDN.4.7.3.3_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.3_1,Pamulang,Kedaung,NA,Kelurahan,Urban Community,3674030006,0.06064086403,0.0001751032,0.0,2.1428824950896526,0.0
"MULTIPOLYGON (((692791.0595033825 9299685.484315539, 692824.749166879 9299662.114747718, 692832.3322380526 9299657.65951551, 692832.2617739431 9299636.670797678, 692831.3876548556 9299627.814182116, 692861.752714782 9299619.959955519, 692875.2562331501 9299618.807221996, 692917.4440047028 9299612.073512616, 692974.8345874384 9299607.450826552, 692986.6421363683 9299604.088985072, 692968.6242390582 9299517.873584153, 692963.4586939004 9299488.042416276, 692964.1095057328 9299430.50531327, 692963.2527847334 9299399.030005736, 692939.6689429361 9299410.184332186, 692914.4702170633 9299419.200580474, 692903.6023287262 9299442.178799763, 692878.3765027033 9299484.26554786, 692849.1469232334 9299523.677073432, 692816.1950871453 9299560.033821944, 692779.8383386339 9299592.985658031, 692740.4268130618 9299622.215237502, 692698.3400649651 9299647.441063523, 692683.6890423752 9299654.370481139, 692691.7707657458 9299657.262168, 692736.1274179763 9299678.241302082, 692774.7102209494 9299701.36694422, 692791.0595033825 9299685.484315539)), ((693021.3252901521 9299373.938327486, 693038.1906881629 9299368.344456455, 693048.2985994437 9299361.665579593, 693051.6269050526 9299347.257547285, 693051.3184761995 9299345.28522982, 693026.1123432633 9299363.979372082, 693011.5752149862 9299372.692591453, 693021.3252901521 9299373.938327486)), ((691786.0581250514 9298991.739249432, 691818.8564648103 9299027.926640844, 691834.7599177727 9298994.301614683, 691843.667928899 9298979.439495996, 691813.8658684 9298971.974468455, 691767.6664908447 9298955.444066845, 691751.9787047234 9298948.024296597, 691746.81196556 9298956.644480113, 691749.70137654 9298958.787413346, 691786.0581250514 9298991.739249432)), ((691439.3334818345 9298122.887788827, 691432.1337587 9298171.424379671, 691425.2304275681 9298198.984022403, 691470.2957886817 9298210.272307718, 691516.495166237 9298226.802709328, 691532.1829523579 9298234.222479576, 691543.273400876 9298215.719184078, 691572.5029803459 9298176.307658507, 691588.0459798343 9298159.158601258, 691574.547142214 9298130.617707077, 691558.0167406036 9298084.418329522, 691546.0942682681 9298036.821151903, 691538.8945451336 9297988.284561059, 691536.4869084697 9297939.275990894, 691537.1825399706 9297925.116086397, 691510.3247612676 9297905.19700015, 691473.9680127562 9297872.245164063, 691472.7873296255 9297870.942480972, 691451.1242540308 9297887.008912822, 691413.3762389892 9297909.63420233, 691420.2112863645 9297928.736880034, 691432.1337587 9297976.334057653, 691439.3334818345 9298024.870648498, 691441.7411184984 9298073.879218662, 691439.3334818345 9298122.887788827)))",17,IDN.4.7.3.4_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.3_1,Pamulang,Pamulang Barat,NA,Kelurahan,Urban Community,3674030002,0.10119239341,0.00036662264,0.07428811883956088,4.486382886516132,1.66
"MULTIPOLYGON (((693188.6321876893 9299419.836145312, 693206.2338586213 9299382.17607283, 693238.2050867727 9299349.952378137, 693258.2797883106 9299294.617453923, 693263.106766497 9299223.829599965, 693266.263656516 9299158.53178621, 693267.6102524587 9299150.166198254, 693261.8708210619 9299151.603850977, 693213.3342302187 9299158.803574111, 693200.8887159276 9299159.414983023, 693189.2878589277 9299183.942934344, 693164.0620329048 9299226.02968244, 693134.8324534349 9299265.441208012, 693101.8806173468 9299301.797956524, 693065.5238688354 9299334.749792611, 693051.3184761995 9299345.28522982, 693051.6269050526 9299347.257547285, 693048.2985994437 9299361.665579593, 693038.1906881629 9299368.344456455, 693021.3252901521 9299373.938327486, 693011.5752149862 9299372.692591453, 692984.0255951666 9299389.205198104, 692963.2527847334 9299399.030005736, 692964.1095057328 9299430.50531327, 692963.4586939004 9299488.042416276, 692968.6242390582 9299517.873584153, 692986.6421363683 9299604.088985072, 692974.8345874384 9299607.450826552, 692917.4440047028 9299612.073512616, 692875.2562331501 9299618.807221996, 692885.5057531543 9299654.211343823, 692896.4803149251 9299654.174488777, 692913.3641805939 9299654.117784867, 692927.7264551242 9299657.339180008, 692937.0350290051 9299663.952468567, 692926.123696628 9299682.815836912, 692940.5568766238 9299707.078711716, 692949.8726777 9299715.906975811, 693001.2686571021 9299685.885787837, 693099.9050611819 9299663.972511988, 693106.4855626735 9299619.610374378, 693118.408035009 9299572.013196759, 693134.9384366195 9299525.813819204, 693155.917570701 9299481.457166974, 693181.1433967239 9299439.370418876, 693183.518623339 9299436.167796526, 693188.6321876893 9299419.836145312)), ((693244.0433269123 9296575.44003287, 693082.0200592238 9296592.071977988, 692805.2983395777 9296595.880642852, 692805.748354976 9296605.04091672, 692804.0425898639 9296639.762563236, 692846.5068910489 9296659.84668193, 692888.5936391456 9296685.072507951, 692928.0051647177 9296714.302087422, 692964.3619132291 9296747.25392351, 692997.3137493172 9296783.610672021, 693012.3430395166 9296803.875323985, 693024.3522389721 9296783.839185154, 693053.581818442 9296744.427659582, 693086.5336545301 9296708.07091107, 693122.8904030415 9296675.119074984, 693162.3019286136 9296645.889495512, 693204.3886767103 9296620.663669491, 693248.7453289408 9296599.684535408, 693294.9447064961 9296583.154133799, 693330.5120021222 9296574.244990036, 693332.1806412766 9296562.995938595, 693244.0433269123 9296575.44003287)), ((693332.1639126675 9297627.35175203, 693337.0058612768 9297629.641823169, 693318.6944122482 9297604.951692324, 693293.4685862253 9297562.864944227, 693280.2044710469 9297534.820328953, 693248.7453289408 9297523.56406792, 693204.3886767103 9297502.584933838, 693162.3019286136 9297477.359107817, 693122.8904030415 9297448.129528346, 693086.5336545301 9297415.177692259, 693053.581818442 9297378.820943747, 693040.2779275996 9297360.882723505, 693025.2604360381 9297385.937894495, 693022.6282735759 9297389.48695473, 693031.4767191102 9297401.41770241, 693056.7025451331 9297443.504450507, 693077.6816792146 9297487.861102737, 693094.212080825 9297534.060480293, 693106.1345531605 9297581.657657912, 693107.5096869549 9297590.928056937, 693140.822196485 9297589.291518286, 693189.8307666498 9297591.69915495, 693238.367357493 9297598.898878084, 693285.9645351123 9297610.82135042, 693332.1639126675 9297627.35175203)))",18,IDN.4.7.3.5_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.3_1,Pamulang,Pamulang Timur,NA,Kelurahan,Urban Community,3674030003,0.07924819687,0.00023607349,0.15884438902595047,2.888840413087211,5.5
"MULTIPOLYGON (((690439.2432047674 9298453.576710384, 690472.9447015253 9298482.804077554, 690497.7315318332 9298484.021776443, 690546.2681226764 9298491.221499577, 690581.724777195 9298500.102929186, 690595.0628530076 9298471.90193729, 690609.9140547559 9298447.12420409, 690588.1877279051 9298427.432609256, 690568.8226605558 9298406.066549968, 690568.2965213534 9298406.38190567, 690523.9398691229 9298427.361039752, 690477.7404915676 9298443.891441362, 690439.1979623076 9298453.545842355, 690439.2432047674 9298453.576710384)), ((690173.4549445468 9296458.958506696, 690159.0902580583 9296454.6820673, 690141.3761511068 9296458.590639282, 690098.3907106136 9296478.45653385, 690093.3666496428 9296490.760424105, 690089.6746818527 9296509.944973981, 690122.7823878602 9296490.100978674, 690167.1390400907 9296469.121844592, 690181.1109528732 9296464.12261426, 690173.4549445468 9296458.958506696)), ((688234.5861343486 9299583.367386663, 688220.2349560639 9299583.414421408, 688210.1302991136 9299591.199527271, 688159.6027326721 9299628.964805465, 688141.9073718259 9299638.936957236, 688124.9624005175 9299620.219036708, 688123.0326014047 9299609.049782233, 688078.8949083892 9299624.84250132, 688031.29773077 9299636.764973655, 687982.7611399267 9299643.96469679, 687974.1327319975 9299644.38858329, 687975.6586123521 9299656.092839854, 687981.5967728012 9299664.932750957, 687994.277586528 9299670.428394744, 688006.9510918886 9299673.656471131, 688017.9834033137 9299691.33916348, 688029.8307459923 9299700.159840481, 688065.365926292 9299724.354074065, 688084.8255697505 9299737.57949575, 688095.850491689 9299752.994727284, 688114.5168939666 9299781.726603717, 688136.5778242705 9299815.931870362, 688132.7153822639 9299925.421666967, 688128.534457257 9299937.617128542, 688115.9003077779 9299946.46519946, 688075.4013579747 9299953.24239079, 688060.216941512 9299956.614287771, 688047.5760372226 9299963.300277654, 688045.2348848023 9299967.426358474, 688050.7436023192 9299972.419169001, 688083.6954384072 9300008.775917513, 688112.9250178771 9300048.187443085, 688118.1851865925 9300056.96350439, 688184.6827995187 9300055.827565104, 688184.1037657666 9300051.924036622, 688181.6961291027 9300002.915466458, 688184.1037657666 9299953.906896293, 688191.3034889011 9299905.370305449, 688203.2259612366 9299857.77312783, 688219.756362847 9299811.573750274, 688240.7354969286 9299767.217098044, 688243.81940537 9299762.07190765, 688241.4110183148 9299745.835880943, 688239.0033816509 9299696.827310778, 688241.4110183148 9299647.818740614, 688248.6107414493 9299599.28214977, 688250.0432185597 9299593.563380579, 688238.1378791849 9299582.773009941, 688234.5861343486 9299583.367386663)), ((688200.2567469331 9300185.07709087, 688177.6438414188 9300188.748644447, 688187.5828519275 9300228.427398587, 688194.782575062 9300276.963989431, 688195.4909934117 9300291.384176215, 688217.247280122 9300307.519738138, 688229.3466498695 9300303.318487696, 688252.1180383272 9300296.599191504, 688275.1709573902 9300293.118337508, 688265.9613229515 9300280.700582968, 688240.7354969286 9300238.613834871, 688219.756362847 9300194.257182641, 688213.8281251733 9300177.688868271, 688200.2567469331 9300185.07709087)))",19,IDN.4.7.3.6_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.3_1,Pamulang,Pondok Benda,NA,Kelurahan,Urban Community,3674030001,0.14526602378,0.0003681279,0.07289125822255983,4.504707493982364,1.62
"MULTIPOLYGON (((696270.9200232839 9300429.047225814, 696303.8484724213 9300430.042452388, 696314.0397854978 9300447.726945944, 696395.6757866804 9300447.44818216, 696398.1061070997 9300442.309701363, 696423.3319331226 9300400.222953266, 696452.5615125925 9300360.811427694, 696485.5133486806 9300324.454679182, 696521.870097192 9300291.502843095, 696561.2816227641 9300262.273263624, 696603.3683708608 9300237.047437603, 696641.021308891 9300219.238924205, 696644.1150621846 9300194.939211553, 696647.3773228728 9300161.44013115, 696649.8255292205 9300136.751124838, 696647.2005099258 9300109.75870512, 696645.4624281864 9300095.261941573, 696641.1758306093 9300076.133353395, 696630.9088328445 9300036.35219413, 696618.1368533004 9300004.595463848, 696613.0290723286 9299992.219759881, 696596.0569441909 9299966.595078459, 696588.4287353571 9299957.761353085, 696582.4981477387 9299951.664295718, 696580.4954160218 9299949.477495523, 696580.0646329443 9299958.24628651, 696572.8649098098 9300006.782877354, 696560.9424374743 9300054.380054973, 696544.4120358638 9300100.579432528, 696523.4329017823 9300144.936084758, 696498.2070757594 9300187.022832856, 696468.9774962895 9300226.434358427, 696436.0256602014 9300262.79110694, 696399.66891169 9300295.742943026, 696360.2573861179 9300324.972522497, 696318.1706380212 9300350.198348518, 696317.4260987736 9300350.550489357, 696316.9623663995 9300351.324180081, 696287.7327869296 9300390.735705653, 696254.7809508415 9300427.092454165, 696251.1160478045 9300430.414128657, 696270.9200232839 9300429.047225814)), ((696442.6667440054 9299548.653490737, 696450.2190529929 9299535.28512101, 696451.8636615069 9299522.464617213, 696445.9113360248 9299509.933543237, 696440.8068566485 9299498.506977078, 696428.0497109266 9299471.074886475, 696427.956806485 9299443.915672643, 696430.3899415727 9299414.796775002, 696428.6646969259 9299404.044462165, 696424.3550678054 9299378.1653458, 696429.3793926173 9299366.229668636, 696437.8052434538 9299361.454569891, 696459.7351420493 9299355.683787573, 696490.9433924725 9299347.50827202, 696496.8285812445 9299340.421531076, 696502.6890800871 9299326.056923032, 696495.06613979 9299318.80539488, 696485.7687006806 9299315.567523982, 696449.4441248828 9299308.783276478, 696429.9964355839 9299299.779094182, 696407.1658841954 9299289.098991238, 696388.599287522 9299290.849997398, 696368.3537741769 9299295.454723235, 696340.5156869988 9299301.614521863, 696289.8928073045 9299310.436420906, 696281.4281255176 9299303.820696892, 696275.4760599537 9299291.447773922, 696277.124330614 9299279.62927886, 696287.1582566821 9299251.380694302, 696293.8673470728 9299238.331865203, 696303.1046326618 9299223.95596237, 696322.4347817621 9299198.576088548, 696340.9268439173 9299175.045044238, 696343.4231106522 9299164.38380368, 696343.3754856032 9299150.461354285, 696333.164474137 9299126.922867946, 696320.448006029 9299111.356487487, 696307.7637208353 9299105.229668578, 696284.9601864688 9299102.354279509, 696155.6792448281 9299102.758464145, 696156.1168668172 9299111.666464377, 696153.7092301534 9299160.675034542, 696146.5095070188 9299209.211625386, 696134.5870346833 9299256.808803005, 696118.0566330729 9299303.00818056, 696097.0774989914 9299347.36483279, 696071.8516729685 9299389.451580888, 696056.2208038237 9299410.527368162, 696082.4722696082 9299409.237716345, 696131.480839773 9299411.64535301, 696180.0174306162 9299418.845076144, 696227.6146082354 9299430.76754848, 696273.8139857907 9299447.297950089, 696318.1706380212 9299468.277084172, 696360.2573861179 9299493.502910193, 696399.66891169 9299522.732489664, 696436.0256602014 9299555.68432575, 696437.7164194713 9299557.549791135, 696442.6667440054 9299548.653490737)), ((696164.0017228377 9299033.313643605, 696185.9237323843 9299025.275285408, 696191.8058406671 9299017.292088136, 696196.8148700023 9299000.82101793, 696193.4037583375 9298990.812710643, 696182.3947135328 9298980.777735658, 696168.020829142 9298974.234747183, 696160.4100558027 9298970.516396267, 696132.5077232972 9298957.79680168, 696130.016781871 9298953.751124816, 696134.5870346833 9298966.52412575, 696146.5095070188 9299014.121303368, 696149.542446254 9299034.567718871, 696164.0017228377 9299033.313643605)), ((696127.3562859371 9298932.606284067, 696137.3992238863 9298906.941901786, 696145.7933487461 9298892.938073244, 696153.3440328111 9298879.147812864, 696159.2034461765 9298864.466944978, 696161.6521122239 9298839.883278135, 696158.2158349046 9298822.544696141, 696153.9331694613 9298804.523418179, 696150.523260744 9298794.831637232, 696044.055758846 9298796.40289624, 696071.8516729685 9298833.881347867, 696097.0774989914 9298875.968095964, 696118.0566330729 9298920.324748194, 696128.1449934149 9298948.519826531, 696127.3562859371 9298932.606284067)))",20,IDN.4.7.3.7_1,IDN,Indonesia,IDN.4_1,Banten,IDN.4.7_1,Tangerang Selatan,IDN.4.7.3_1,Pamulang,Pondok Cabe Ilir,NA,Kelurahan,Urban Community,3674030005,0.08366853474,0.00027311906,0.15571276289415828,3.3423594385955804,4.66
